"id","codigo","codigoprograma","titulo","created_at","updated_at","ano","codigoesfera","codigofuncao","codigosubfuncao","nomeesfera","nomefuncao","nomeorgao","nomesubfuncao","codigoorgao"
81478,"11309","256",Apoio a Instituições e Organizações da Sociedade Civil para Implementação de Políticas Públicas.,2024-01-02 14:06:06.076,2024-01-02 14:06:06.076,2022,"01","04","122","01 - FISCAL",ADMINISTRAÇÃO,CASA CIVIL,ADMINISTRAÇÃO GERAL,"30000000"
81479,"11310","133",Gestão das Ações do Programa de Proteção à Criança e ao Adolescente Ameaçados de Morte (PPCAAM).,2024-01-02 14:06:06.076,2024-01-02 14:06:06.076,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81480,"11311","256",Realização de Campanhas Publicitárias de Divulgação do Destino Turístico Ceará.,2024-01-02 14:06:06.076,2024-01-02 14:06:06.076,2022,"01","23","695","01 - FISCAL",COMÉRCIO E SERVIÇOS,SECRETARIA DO TURISMO,TURISMO,"36000000"
81481,"11312","343",Implantação de Voos Regionais.,2024-01-02 14:06:06.076,2024-01-02 14:06:06.076,2022,"01","23","695","01 - FISCAL",COMÉRCIO E SERVIÇOS,SECRETARIA DO TURISMO,TURISMO,"36000000"
81482,"11313","131",Fomento à Criação e Fortalecimento dos Conselhos de Direitos da Mulher.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81483,"11314","131",Implantação da Casa da Mulher Cearense do Cariri.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81484,"11315","131",Realização de Estudos e Pesquisas sobre a Questão da Mulher e Gênero.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81485,"11316","131",Campanha de Promoção e Defesa dos Direitos da Mulher.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81486,"11317","621",Ampliação do Sistema de Abastecimento de Água das Localidades Turísticas.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81487,"11318","621",Ampliação do Sistema de Abastecimento de Água de Jericoacoara (PROSATUR).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81488,"11319","131",Capacitação para Inclusão Socioprodutiva de Mulheres.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81489,"11320","621",Implantação do Sistema de Abastecimento de Água das Localidades Turísticas (PROINFTUR - Comp II).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81490,"11321","621",Implantação do Sistema de Abastecimento de Água das Localidades Turísticas (PROSATUR).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81491,"11322","621",Ampliação do Sistema de Esgotamento Sanitário de Jericoacoara (PROSATUR).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81492,"11323","621",Ampliação do Sistema de Esgotamento Sanitário das Localidades Turísticas.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81493,"11324","621",Implantação do Sistema de Esgotamento Sanitário das Localidades Turísticas (PROINFTUR - Comp II).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81494,"11325","621",Implantação do Sistema de Esgotamento Sanitário das Localidades Turísticas (PROSATUR).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81495,"11326","621",Implantação do Sistema de Drenagem das Localidades Turísticas (PROSATUR).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81496,"11327","621",Implantação do Sistema de Drenagem das Localidades Turísticas.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","17","695","01 - FISCAL",SANEAMENTO,SECRETARIA DO TURISMO,TURISMO,"36000000"
81497,"11329","371","Promoção, Comercialização e Marketing (PROINFTUR - Comp. I).",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","23","695","01 - FISCAL",COMÉRCIO E SERVIÇOS,SECRETARIA DO TURISMO,TURISMO,"36000000"
81498,"11330","371",Desenvolvimento Econômico e Formação de Capital Social (PROINFTUR - Comp. I).,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","23","695","01 - FISCAL",COMÉRCIO E SERVIÇOS,SECRETARIA DO TURISMO,TURISMO,"36000000"
81499,"11331","222",Realização de Concurso Público - SETUR.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","23","695","01 - FISCAL",COMÉRCIO E SERVIÇOS,SECRETARIA DO TURISMO,TURISMO,"36000000"
81500,"11332","421",Desenvolvimento do Plano Setorial de Economia Criativa.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81501,"11333","135",Implantação do Centro de Referência LGBT.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81502,"11334","135","Implementação do Conselho Estadual dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transsexuais (LGBT).",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
81503,"11335","523",Formação e Capacitação de Servidores da Polícia Militar - FSPDS.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","128","01 - FISCAL",SEGURANÇA PÚBLICA,FUNDO DE SEGURANÇA PÚBLICA E DEFESA SOCIAL DO ESTADO DO CEARÁ,FORMAÇÃO DE RECURSOS HUMANOS,"10200006"
81504,"11336","421",Implantação da Empresa Cearense de Audiovisual  - Ceará Filmes.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81505,"11337","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa  - CGD.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,CONTROLADORIA GERAL DE DISCIPLINA DOS ORGÃOS DE SEGURANÇA PÚBLICA E SISTEMA PENITENCIÁRIO,ADMINISTRAÇÃO GERAL,"53000000"
81506,"11338","423",Elaboração de Planos para Planejamento e Execução das Políticas Públicas de Patrimônio.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","391","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81507,"11339","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - DPGE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","14","122","01 - FISCAL",DIREITOS DA CIDADANIA,DEFENSORIA PÚBLICA GERAL DO ESTADO,ADMINISTRAÇÃO GERAL,"06000000"
81508,"11340","423",Elaboração de Metodologias de Tombamento e Registro de Bens Culturais.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","391","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81509,"11341","211",Capacitação de Servidores para o Desenvolvimento das Atividades Administrativas - SEMACE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","128","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA ESTADUAL DO MEIO AMBIENTE,FORMAÇÃO DE RECURSOS HUMANOS,"57200001"
81510,"11342","423",Reconhecimento e Valorização do Patrimônio Étnico Cearense.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","391","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81511,"11343","724",Elaboração do Plano de Proteção da Mata Atlântica.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81512,"11344","724","Realização de Capacitação sobre Prevenção, Controle e Combate ao Incêndio Florestal.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81513,"11345","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - FUNCEME.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","122","01 - FISCAL",GESTÃO AMBIENTAL,FUNDAÇÃO CEARENSE DE METEOROLOGIA E RECURSOS HÍDRICOS,ADMINISTRAÇÃO GERAL,"29200007"
81514,"11346","343","Elaboração de Estudos, Planos e Contratação de Apoio Técnico para Participação de Empresas Privadas em Projetos de Mobilidade, Trânsito e Transporte.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","26","783","01 - FISCAL",TRANSPORTE,SECRETARIA DA INFRAESTRUTURA,TRANSPORTE FERROVIÁRIO,"08000000"
81515,"11347","211",Realização de atividades de desenvolvimento institucional - SEMACE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","122","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA ESTADUAL DO MEIO AMBIENTE,ADMINISTRAÇÃO GERAL,"57200001"
81516,"11348","422",Implementação do Projeto MutiplicAr-Te.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","392","01 - FISCAL",SEGURANÇA PÚBLICA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81517,"11349","423","Reconhecimento, Valorização e Preservação da Chapada do Araripe - Cariri, como Patrimônio da Humanidade.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","391","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81518,"11350","422",Implementação das Atividades dos Agentes Culturais.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81519,"11351","422",Implantação de Curso de Extensão de Formação Básica em Música.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","364","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,ENSINO SUPERIOR,"27000000"
81520,"11352","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - ETICE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","04","122","01 - FISCAL",ADMINISTRAÇÃO,EMPRESA DE TECNOLOGIA DA INFORMAÇÃO DO CEARÁ,ADMINISTRAÇÃO GERAL,"46200002"
95369,"13039","311","Construção de praça na comunidade Quilombola Zipú, no município de Pacujá",2024-06-13 14:05:36.222,2024-07-12 10:54:45.819,2024,"01","15","451","01 - FISCAL",URBANISMO,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,INFRA-ESTRUTURA URBANA,"43200007"
81521,"11353","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - EMATERCE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","20","122","01 - FISCAL",AGRICULTURA,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO CEARÁ,ADMINISTRAÇÃO GERAL,"21200001"
81522,"11354","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - ESP.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"02","10","122","02 - SEGURIDADE SOCIAL",SAÚDE,ESCOLA DE SAÚDE PÚBLICA,ADMINISTRAÇÃO GERAL,"24200003"
81523,"11355","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - SESA.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"02","10","122","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ADMINISTRAÇÃO GERAL,"24200004"
81524,"11356","211",Capacitação de Servidores para o Desenvolvimento das Atividades Administrativas - SRH.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","122","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DOS RECURSOS HÍDRICOS,ADMINISTRAÇÃO GERAL,"29000000"
81525,"11357","211",Realização de Atividades de Desenvolvimento Institucional - SRH.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","122","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DOS RECURSOS HÍDRICOS,ADMINISTRAÇÃO GERAL,"29000000"
81526,"11358","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - SOP.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","26","122","01 - FISCAL",TRANSPORTE,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,ADMINISTRAÇÃO GERAL,"43200007"
81527,"11359","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - METROFOR.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"03","04","122","03 - INVESTIMENTOS ESTATAIS",ADMINISTRAÇÃO,COMPANHIA CEARENSE DE TRANSPORTES METROPOLITANOS,ADMINISTRAÇÃO GERAL,"08200007"
81528,"11361","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - SEDET.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","11","122","01 - FISCAL",TRABALHO,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO E TRABALHO,ADMINISTRAÇÃO GERAL,"56000000"
81529,"11362","211",Capacitação de Servidores para o Desenvolvimento das Atividades Administrativas - SOHIDRA.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
81530,"11363","422",Implementação de Curso de Especialização em Metodologia do Ensino de Artes.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81531,"11364","211",Realização de Atividades de Desenvolvimento Institucional - SOHIDRA.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
81532,"11365","422",Implementação de Curso de Especialização em Patrimônio Cultural.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81533,"11366","422",Credenciamento de Propostas para o Escola com Mestres e Mestras da Cultura.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81534,"11367","422",Credenciamento de Artistas no Projeto Artista Presente!.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81535,"11368","724",Formação de Brigadas para Combate aos Incêndios Florestais.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81536,"11370","724",Estruturação da Brigada de Combate a Incêndio Florestal.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81537,"11371","633",Implantação do Distrito de Inovação em Saúde de Porangabussu.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"02","10","122","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ADMINISTRAÇÃO GERAL,"24200004"
81538,"11372","351",Realização de Campanha de Divulgação.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","20","608","01 - FISCAL",AGRICULTURA,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO E TRABALHO,PROMOÇÃO DA PRODUÇÃO AGROPECUÁRIA,"56000000"
81539,"11373","724","Implantação de Equipamentos de Lazer, Esporte e Educação Ambiental em Unidades de Conservação.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"03","18","541","03 - INVESTIMENTOS ESTATAIS",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81540,"11374","423",Criação de um Sistema Informatizado de Conhecimento e Gestão do Patrimônio Cultural do Estado do Ceará.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","391","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81541,"11375","633",Implantação do Distrito de Inovação em Saúde do Eusébio.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"02","10","122","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ADMINISTRAÇÃO GERAL,"24200004"
81542,"11376","724",Promoção de Infraestrutura Física nas Unidades de Conservação.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81543,"11378","724",Elaboração de Estudos para o Manejo e Gestão das Unidades de Conservação.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81544,"11379","724",Realização de Cursos de Oficinas para Qualificação dos Membros do Conselho Gestor das Unidades de Conservação.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81545,"11381","422",Implantação de Modalidades de Apoio a Projetos da Sociedade Civil - Secult.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81546,"11382","422",Realização de Mostra de Rede das Escolas de Cultura.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81547,"11383","726",Realização de Cursos para Elaboração de Instrumentos Normativos nos Municípios.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81548,"11384","422","Realização do Ciclo de Colóquios de Arte, Cultura e Pensamento.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
91445,"11471","196",Promoção da Saúde e da Qualidade de Vida dos Profissionais Bombeiros Militares e seus Dependentes.,2024-01-02 14:08:21.341,2024-07-12 10:54:45.807,2024,"01","06","331","01 - FISCAL",SEGURANÇA PÚBLICA,SUPERINTENDÊNCIA ESTADUAL DO MEIO AMBIENTE,PROTEÇÃO E BENEFÍCIOS AO TRABALHADOR,"10100004"
91446,"11472","132",Realização do Edital Prêmio Gilmar de Carvalho.,2024-01-02 14:08:21.341,2024-07-12 10:54:45.807,2024,"01","13","391","01 - FISCAL",CULTURA,SUPERINTENDÊNCIA ESTADUAL DO MEIO AMBIENTE,"PATRIMÔNIO HISTÓRICO, ARTÍSTICO E ARQUEOLÓGICO","27000000"
81549,"11385","422",Implementação do Programa de Apoio à Pesquisa em Arte - PROARTE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81550,"11386","422",Implementação do Programa de Residências e Intercâmbios Artístico - Formativos.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81551,"11387","422",Realização de Edital de Apoio à Publicação.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81552,"11388","726",Elaboração do Manual Técnico Orientativo sobre Gestão Integrada de Resíduos Sólidos.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81553,"11389","422",Criação de Linha Editorial.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81554,"11390","512",Construção de Fóruns - FUNSEG - 1º GRAU.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","02","122","01 - FISCAL",JUDICIÁRIA,FUNDO ESTADUAL DE SEGURANÇA DOS MAGISTRADOS,ADMINISTRAÇÃO GERAL,"04200003"
81555,"11391","422",Lançamento do Edital Escolas Públicas da Cultura.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81556,"11392","422",Realização de Ações Formativas nos Equipamentos Culturais do Estado.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81557,"11393","726",Elaboração de Projetos Executivos de Engenharia.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","18","541","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DO MEIO AMBIENTE,PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL,"57000000"
81558,"11394","421",Promoção e Desenvolvimento da Economia da Cultura - Observatório da Cultura.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","13","392","01 - FISCAL",CULTURA,SECRETARIA DA CULTURA,DIFUSÃO CULTURAL,"27000000"
81559,"11395","514",Aquisição de Armamento para as Atividades do Sistema Penitenciário.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,ADMINISTRAÇÃO GERAL,"18000000"
81560,"11396","514",Aquisição de Munição e Tecnologias não Letais.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,ADMINISTRAÇÃO GERAL,"18000000"
81561,"11397","514","Aquisição de Materiais, Ferramentas e Utensílios para atender o Sistema Penitenciário.",2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,ADMINISTRAÇÃO GERAL,"18000000"
81562,"11398","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - ARCE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","04","122","01 - FISCAL",ADMINISTRAÇÃO,AGÊNCIA REGULADORA DE SERVIÇOS PÚBLICOS DELEGADOS DO ESTADO DO CEARÁ,ADMINISTRAÇÃO GERAL,"13200001"
81563,"11399","211",Realização de Obras de Reforma ou Ampliação da Estrutura Física Administrativa - TCE.,2024-01-02 14:06:06.088,2024-01-02 14:06:06.088,2022,"01","01","122","01 - FISCAL",LEGISLATIVA,TRIBUNAL DE CONTAS DO ESTADO,ADMINISTRAÇÃO GERAL,"02000000"
