"codigo","titulo","ano","sigla"
"040101",FUNDO ESPECIAL DE REAPARELHAMENTO E MODERNIZ DO JUDICIA,2022,FERMOJU
"040301",FUNDO ESTADUAL DE SEGURANÇA DOS MAGISTRADOS,2022,FUNSEG
"040401",FUNDO ESPECIAL DE CUSTEIO DAS DESPESAS COM DILIGÊNCIAS DOS OFICIAIS DE JUSTIÇA,2022,FECDOJ
"060001",DEFENSORIA PUBLICA GERAL,2022,DPGE
"060101",FUNDO DE APOIO E APARELHAMENTO DA DEFENSORIA PUBLICA,2022,FAADEP
"080001",SECRETARIA DA INFRAESTRUTURA,2022,SEINFRA
"080111",FUNDO ESTADUAL DE TRANSPORTE,2022,FET
"080301",DEPARTAMENTO ESTADUAL DE TRANSITO,2022,DETRAN
"080501",COMPANHIA DE GAS DO CEARA,2022,CEGAS
"080701",COMPANHIA CEARENSE DE TRANSPORTES METROPOLITANOS,2022,METROFOR
"210301",INSTITUTO DE DESENVOLVIMENTO AGRARIO DO CEARA,2022,IDACE
"080801",COMPANHIA DE DESENVOLVIMENTO DO COMPLEXO INDUSTRIAL E PORTUARIO DO PECEM,2022,CIPP S/A
"081401",SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,2022,SOP
"090001",SECRETARIA DA OUVIDORIA-GERAL E DO MEIO AMBIENTE,2022,SOMA
"100001",SECRETARIA DA SEGURANCA PUBLICA E DEFESA SOCIAL,2022,SSPDS
"100601",FUNDO DE SEGURANÇA PÚBLICA E DEFESA SOCIAL DO ESTADO DO CEARÁ,2022,FSPDS
"100606",FDS COORDENACAO GERAL,2022,FDS GERAL
"100607",FDS POLICIA CIVIL,2022,FDS PC
"100608",FDS POLICIA MILITAR,2022,FDS PM
"100609",FDS CORPO DE BOMBEIROS,2022,FDS CB
"100610",FSPDS COLEGIO POLICIA MILITAR,2022,FSPDS C PM
"100611",FSPDS COLEGIO CORPO DE BOMBEIROS,2022,FSPDS C B
"100612",FDS SEC DE JUSTICA E CIDADANIA,2022,FDS SEJUS
"100615",COLÉGIO DA POLÍCIA MILITAR DE JUAZEIRO DO NORTE,2022,FSPDS CPMJ
"101021",SUPERINTENDENCIA DA POLICIA CIVIL,2022,PCCE
"101031",POLICIA MILITAR DO CEARA,2022,PMCE
"101041",CORPO DE BOMBEIROS MILITAR DO ESTADO DO CEARA,2022,CBMCE
"101071",PERICIA FORENSE DO ESTADO DO CEARA,2022,PEFOCE
"101081",ACADEMIA ESTADUAL DE SEGURANCA PUBLICA DO CEARA,2022,AESP/CE
"101091",SUP DE PESQUISA E ESTRATEGIA DE SEGURANCA PUBLICA DO ESTADO DO CEARA,2022,SUPESP
"105001",FUNDO DE DEFESA CIVIL DO ESTADO DO CEARA,2022,FDC
"110001",GABINETE DO GOVERNADOR,2022,GABGOV
"120001",GABINETE DO VICE-GOVERNADOR,2022,GABVICE
"130001",PROCURADORIA GERAL DO ESTADO,2022,PGE
"130101",AGENCIA REGULADORA DE SERVICOS PUBLICOS DELEGADOS DO EST. DO CEARA,2022,ARCE
"130201",FUNDO DE MODERNIZACAO E REAPARELHAMENTO DA PGE,2022,FUNPECEPGE
"130301",Fundo Estadual de Fortalcimento ao Controle Administrativo,2022,FEFCA
"140001",CASA MILITAR,2022,CM
"150001",PROCURADORIA GERAL DA JUSTICA,2022,PGJ
"150201",FUNDO DE DEFESA DOS DIREITOS DIFUSOS DO ESTADO DO CEARA,2022,FDID
"150301",Fundo de Segurança Insti e Inteligência do Ministério Público do Estado do Ceará,2022,FUNSIT
"150401",FUNDO DE MANUTENÇÃO DA ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DO ESTADO DO CEARÁ,2022,FESMP
"150501",FUNDO DE REA. DE MODERNIZAÇÃO DO MP DO CEARÁ,2022,FRMMP
"170001",CONSELHO ESTADUAL DE EDUCACAO,2022,CEE
"180001",SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,2022,SAP
"180401",FUNDO PENITENCIARIO DO ESTADO DO CEARA,2022,FUNPEN
"180502",FUNDO ROTATIVO DO SISTEMA PENITENCIÁRIO DO ESTADO DO CEARÁ,2022,FUROPENCE
"190001",SECRETARIA DA FAZENDA,2022,SEFAZ
"190401",JUNTA COMERCIAL DO ESTADO DO CEARA,2022,JUCEC
"190501",COMPANHIA DE PARTICIPACAO E GESTAO DE ATIVOS DE CEARA S/A,2022,CEARAPAR
"191011",ENCARGOS GERAIS DO ESTADO,2022,ENCARGOS
"210001",SECRETARIA DO DESENVOLVIMENTO AGRARIO,2022,SDA
"210101",EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO CEARA,2022,EMATERCE
"210601",CENTRAIS DE ABASTECIMENTO DO CEARA S/A,2022,CEASA/CE
"211101",AGENCIA DE DEFESA AGROPECUARIA DO ESTADO DO CEARA,2022,ADAGRI
"211301",FUNDO EST DE DESENVOLVIMENTO DA AGRICULTURA FAMILIAR,2022,FDAF
"220001",SECRETARIA DA EDUCACAO,2022,SEDUC
"220801",FUNDO DESENVOLVIMENTO DO ENSINO BASICO,2022,FUNDEB
"221001",SUPERINTENDENCIA DAS ESCOLAS ESTADUAIS DE FORTALEZA - SEFOR1,2022,SEFOR1
"221002",SUPERINTENDENCIA DAS ESCOLAS ESTADUAIS DE FORTALEZA - SEFOR2,2022,SEFOR2
"221003",SUPERINTENDENCIA DAS ESCOLAS ESTADUAIS DE FORTALEZA - SEFOR3,2022,SEFOR3
"225001",CENTRO DE EDUCACAO A DISTANCIA DO ESTADO DO CEARA,2022,CED
"227001",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 01 - MARACANAU,2022,CREDE1
"227002",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 02 - ITAPIPOCA,2022,CREDE2
"227003",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 03 -  ACARAU,2022,CREDE3
"227004",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 04 - CAMOCIM,2022,CREDE4
"227005",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 05 -  TIANGUA,2022,CREDE5
"227006",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 06 - SOBRAL,2022,CREDE6
"227007",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 07 - CANINDE,2022,CREDE7
"227008",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 08 - BATURITE,2022,CREDE8
"227009",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 09 - HORIZONTE,2022,CREDE9
"227010",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 10 - RUSSAS,2022,CREDE10
"227011",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 11 - JAGUARIBE,2022,CREDE11
"227012",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 12 - QUIXADA,2022,CREDE12
"227013",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 13 - CRATEUS,2022,CREDE13
"227014",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 14 - SENADOR POMPEU,2022,CREDE14
"227015",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 15 - TAUA,2022,CREDE15
"227016",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 16 - IGUATU,2022,CREDE16
"227017",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 17 - ICO,2022,CREDE17
"227018",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 18 - CRATO,2022,CREDE18
"227019",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 19 - JUAZEIRO DO NORTE,2022,CREDE19
"227020",COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCACAO - CREDE 20 - BREJO SANTO,2022,CREDE20
"228001",EEFM ESTADO DE ALAGOAS,2022,"23068809"
"228002",EEMTI PROFESSORA BALBINA JUCA ALBUQUERQUE,2022,"23069031"
"228003",CEJA MONSENHOR HÉLIO CAMPOS,2022,"23070919"
"228004",EEFM DOUTOR CÉSAR CALS,2022,"23186488"
"228005",EEFM CLÁUDIO MARTINS,2022,"23067233"
"228006",COLÉGIO MILITAR DO CORPO DE BOMBEIRO,2022,"23215534"
"228007",EEEP DONA CREUSA DO CARMO ROCHA,2022,"23187956"
"228008",EEFM FERNANDO CAVALCANTE MOTA,2022,"23070218"
"228009",EEFM GOVERNADOR FLÁVIO MARCÍLIO,2022,"23070269"
"228010",EEFM DEPUTADO FRANCISCO DE ALMEIDA MONTE,2022,"23069961"
"228011",EEFM DOM HÉLDER CÂMARA,2022,"23225491"
"228012",CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,2022,"23070900"
"228013",EEFM DONA HILZA DIOGO DE OLIVEIRA,2022,"23071044"
"228014",EEFM SÃO JOSÉ DOS ARPOADORES,2022,"23072377"
"228015",EEMTI JOSE VALDO RIBEIRO RAMOS,2022,"23072571"
"228016",EEMTI DA VILA VELHA,2022,"23225408"
"228017",EEMTI LIONS JANGADA,2022,"23073136"
"228018",EEFM DONA MARIA MENEZES DE SERPA,2022,"23073721"
"228019",EEEP MARWIN,2022,"23074159"
"228020",CENTRO EDUCACIONAL MOEMA TÁVORA,2022,"23074701"
"228021",EEEP PAULO PETROLA,2022,"23323418"
"228022",EEEP PRESIDENTE ROOSEVELT,2022,"23077174"
"228023",EEFM SALES CAMPOS,2022,"23077387"
"228024",EEMTI WALDEMAR FALCAO,2022,"23078561"
"228025",EEFM SANTO AFONSO,2022,"23069201"
"228026",EEMTI ANTONIETA SIQUEIRA,2022,"23065494"
"228027",EEMTI ANTONIO BEZERRA,2022,"23065249"
"228028",EEFM ANTÔNIO SALES,2022,"23065389"
"228029",EEMTI AYRTON SENNA DA SILVA,2022,"23188774"
"228030",CAIC RAIMUNDO GOMES DE CARVALHO,2022,"23186224"
"228031",CEJA PROFESSORA MARIA EUDES VERAS,2022,"23234105"
"228032",CEJA PAULO FREIRE,2022,"23227885"
"228033",CERE MARIA JOSÉ SANTOS FERREIRA GOMES,2022,"23188545"
"228034",COLÉGIO DA POLÍCIA MILITAR DO CEARÁ,2022,"23198710"
"228035",EEMTI MONSENHOR DOURADO,2022,"23068078"
"228036",EEFM FÉLIX DE AZEVEDO,2022,"23070161"
"228037",EEFM HERÁCLITO DE CASTRO E SILVA,2022,"23070978"
"228038",EEFM HERMINO BARROSO,2022,"23071010"
"228039",EEF INSTITUTO DOS CEGOS,2022,"23186399"
"228040",EEF JESUS MARIA JOSÉ,2022,"23071664"
"228041",EEFM JOÃO PAULO II,2022,"23264721"
"228042",EEEP JOAQUIM NOGUEIRA,2022,"23072067"
"228043",EEFM JOSÉ BEZERRA DE MENEZES,2022,"23072237"
"228044",EEF SÃO JOSÉ DO PICI DAS PEDREIRAS,2022,"23227877"
"228045",EEFM JOSÉ WALDEMAR DE ALCÂNTARA E SILVA,2022,"23225505"
"228046",EEEP JÚLIA GIFFONI,2022,"23072792"
"228047",EEM MARIANO MARTINS,2022,"23074060"
"228048",EEFM MÁRIO HUGO CIDRACK DO VALE,2022,"23225327"
"228049",EEFM PATRONATO SAGRADA FAMÍLIA,2022,"23075686"
"228050",EEFM PROFESSOR PAULO FREIRE,2022,"23227818"
"228051",EEFM BÁRBARA DE ALENCAR,2022,"23065842"
"228052",CAIC MARIA FELÍCIO LOPES,2022,R2MFL
"228053",CEJA PROFESSOR GILMAR MAIA DE SOUSA,2022,"23066920"
"228054",EEFM CLÓVIS BEVILÁQUA,2022,"23067268"
"228055",EEF COLÔNIA Z-8,2022,R2CZ8
"228056",EEFM DONA LUÍZA TÁVORA - PIO XXII,2022,"23073420"
"228057",EEMTI DRAGAO DO MAR,2022,"23068086"
"228058",EEFM HELENITA MOTA,2022,"23070897"
"228059",INSTITUTO CEARENSE DE EDUCAÇÃO DOS SURDOS,2022,"23071265"
"228060",EEEP JOAQUIM ANTÔNIO ALBANO,2022,"23072024"
"228061",EEFM JONHSON,2022,"23069546"
"228062",COLÉGIO ESTADUAL JUSTINIANO DE SERPA,2022,"23072865"
"228063",EEFM JUVENAL GALENO,2022,R2JG
"228064",COLEGIO ESTADUAL LICEU DO CEARA – EEMTI,2022,"23073039"
"228065",EEFM DEPUTADO MANOEL RODRIGUES,2022,"23073918"
"228066",EEEP MARIA JOSÉ MEDEIROS,2022,"23073683"
"228067",EEMTI MATIAS BECK,2022,"23068930"
"228068",EEFM GENERAL MURILO BORGES MOREIRA,2022,"23075023"
"228069",EEFM NOEL HUGNEN DE OLIVEIRA PAIVA,2022,"23075147"
"228070",EEFM PADRE ROCHA,2022,"23069570"
"228071",EEFM PARÓQUIA DA PAZ,2022,"23068973"
"228072",EEFM RENATO BRAGA,2022,"23069120"
"228073",EEFM ARQUITETO ROGÉRIO FROES,2022,"23077140"
"228074",EEFM SANTA LUZIA,2022,"23069171"
"228075",EEMTI VISCONDE DO RIO BRANCO,2022,"23078529"
"228076",EEFM DOUTORA ALDACI BARBOSA,2022,"23078685"
"228077",EEFM PROFESSOR ALOYSIO BARROS LEAL,2022,"23069023"
"228078",EEFM ANTONIO DIAS MACÊDO,2022,"23187735"
"228079",CEJA MILTON CUNHA,2022,"23236582"
"228080",EEFM PROFESSORA MARIA DA CONCEIÇÃO PORFÍRIO TELES,2022,"23073527"
"228081",EEFM CONSTÂNCIA TÁVORA,2022,"23067446"
"228082",EEFM DOM ANTONIO DE ALMEIDA LUSTOSA,2022,"23065273"
"228083",EEMTI ESTADO DO PARA,2022,"23068833"
"228084",EEFM GOVERNADOR VIRGÍLIO TÁVORA,2022,"23069619"
"228085",EEMTI PADRE GUILHERME WAESSEN,2022,"23070820"
"228086",EEFM INTEGRADA 2 DE MAIO,2022,"23073853"
"228087",EEMTI IRACEMA,2022,"23071354"
"228088",EEEP JAIME ALENCAR DE OLIVEIRA,2022,"23244747"
"228089",EEMTI JOAO NOGUEIRA JUCA,2022,"23252294"
"228090",EEFM JOSÉ DE ALENCAR,2022,"23069430"
"228091",EEEP JOSÉ DE BARCELOS,2022,"23072318"
"228092",LICEU DE MESSEJANA,2022,"23221160"
"228093",EEFM GOVERNADOR LUIZ GONZAGA DA FONSECA MOTA,2022,"23078758"
"228094",EEFM DONA LUÍZA TÁVORA - PROMORAR,2022,"23073411"
"228095",EEMTI PADRE MARCELINO CHAMPAGNAT,2022,"23078707"
"228096",EEFM PROFESSORA MARIA GONÇALVES,2022,"23069457"
"228097",EEEP MÁRIO ALENCAR,2022,"23323434"
"228098",EEEP COMENDADOR MIGUEL GURGEL,2022,"23078774"
"228099",EEMTI MIRIAN PORTO MOTA,2022,"23069562"
"228100",EEFM DEPUTADO PAULINO ROCHA,2022,"23068710"
"228101",EEFM PROFESSOR PAULO AYRTON DE ARAÚJO,2022,"23075775"
"228102",EEMTI DEPUTADO PAULO BENEVIDES,2022,"23075791"
"228103",EEMTI POETA OTACILIO COLARES,2022,"23214457"
"228104",EEMTI PROFESSORA TELINA BARBOSA DA COSTA,2022,"23068523"
"228105",EEFM ALMIRANTE TAMANDARÉ,2022,"23077808"
"228106",EEMTI PROFESSORA TECLA FERREIRA,2022,"23077883"
"228107",EEFM WALTER DE SÁ CAVALCANTE,2022,"23069244"
"228108",EEM GOVERNADOR ADAUTO BEZERRA,2022,"23064684"
"228109",EEMTI ESTADO DO AMAZONAS,2022,"23069511"
"228110",EEFM ANÍSIO TEIXEIRA,2022,"23065214"
"228111",CEJA PROFESSOR MOREIRA CAMPOS,2022,"23225653"
"228112",CEJA PROFESSOR JOSÉ NEUDSON BRAGA,2022,"23188510"
"228113",EEF EDUCANDÁRIO SANTA CLARA,2022,"23225459"
"228114",EEFM GENERAL EUDORO CORRÊA,2022,"23069767"
"228115",EEMTI SENADOR FERNANDES TAVORA,2022,"23069627"
"228116",EEFM FIGUEIREDO CORREIA,2022,"23070242"
"228117",EEFM PROFESSOR HERMENEGILDO FIRMEZA,2022,"23071001"
"228118",EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,2022,"23071095"
"228119",EEMTI PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO,2022,"23071087"
"228120",INSTITUTO DE EDUCAÇÃO DO CEARÁ,2022,"23066717"
"228121",EEFM PROFESSOR JÁDER MOREIRA DE CARVALHO,2022,"23071460"
"228122",EEMTI JENNY GOMES,2022,"23071591"
"228123",EEFM JOÃO MATTOS,2022,"23069260"
"228124",EEFM JOAQUIM ALVES,2022,"23072008"
"228125",EEEP JOAQUIM MOREIRA DE SOUSA,2022,"23068884"
"228126",EEMTI PROFESSOR CORONEL JOSE AURELIO CAMARA,2022,"23072199"
"228127",EEEP JUAREZ TÁVORA,2022,"23072750"
"228128",EEFM MARIA THOMÁSIA,2022,"23078669"
"228129",EEFM PROFESSOR MÁRIO SCHEMBERG,2022,"23225386"
"228130",EEMTI ESTADO DO PARANÁ,2022,"23068841"
"228131",EEEP PAULO VI,2022,"23075864"
"228132",EEF CENTRO DOS RETALHISTAS,2022,"23077018"
"228133",EEFM PROFESSORA ADALGISA BONFIM SOARES,2022,"23064676"
"228134",EEFM PROFESSORA ADÉLIA BRASIL FEIJÓ,2022,"23186364"
"228135",EEFM SANTO AMARO,2022,"23225360"
"228136",EEF PADRE JOSÉ ARIMATÉIA DINIZ,2022,R5PJAD
"228137",CAIC MARIA ALVES CARIOCA,2022,"23188154"
"228138",CEJA ADELINO ALCÂNTARA FILHO,2022,"23064706"
"228139",CEJA JOSÉ WALTER,2022,"23225262"
"228140",EEEP PROFESSOR CÉSAR CAMPELO,2022,"23069040"
"228141",EEFM PROFESSORA DIVA CABRAL,2022,"23067918"
"228142",EEFM PROFESSOR EDMILSON GUIMARÃES DE ALMEIDA,2022,"23068183"
"228143",EEF SÃO FRANCISCO DE ASSIS,2022,"23233168"
"228144",EEFM SÃO FRANCISCO DE ASSIS,2022,"23069988"
"228145",EEFM DOUTOR GENTIL BARREIRA,2022,"23070552"
"228146",EEEP ÍCARO DE SOUSA MOREIRA,2022,"23323426"
"228147",EEFM DEPUTADO IRAPUAN CAVALCANTE PINHEIRO,2022,"23071370"
"228148",EEMTI IRMAO URBANO GONZALEZ RODRIGUEZ,2022,"23186518"
"228149",EEFM DEPUTADO JOACI PEREIRA,2022,"23069490"
"228150",EEMTI PROFESSOR JOCIE CAMINHA DE MENEZES,2022,"23068965"
"228151",EEFM JOSÉ LEOPOLDINO DA SILVA FILHO,2022,"23068914"
"228152",EEM PROFESSOR JOSÉ MARIA CAMPOS DE OLIVEIRA,2022,"23072431"
"228153",EEFM SÃO JOSÉ,2022,"23264985"
"228154",EEFM DONA JÚLIA ALVES PESSOA,2022,"23068566"
"228155",EEM LICEU DO CONJUNTO CEARÁ,2022,"23225416"
"228156",LICEU ESTADUAL PROFESSOR DOMINGOS BRASILEIRO ,2022,R5LEPDB
"228157",EEMTI ESTADO DO MARANHÃO,2022,"23068825"
"228158",EEFM PROFESSORA MARIA ANTONIETA NUNES,2022,"23065486"
"228159",EEFM PROFESSORA MARIA MARGARIDA DE CASTRO ALMEIDA,2022,"23073713"
"228160",EEFM MICHELSON NOBRE DA SILVA,2022,"23233893"
"228161",EEEP PROFESSOR ONÉLIO PORTO,2022,"23069074"
"228162",EEFM SENADOR OSIRES PONTES,2022,"23069163"
"228163",EEM PROFESSOR OTÁVIO TERCEIRO DE FARIAS,2022,"23075430"
"228164",EEFM POETA PATATIVA DO ASSARÉ,2022,"23233885"
"228165",EEFM PAULO ELPÍDIO,2022,"23234296"
"228166",EEMTI PROFESSOR PLACIDO ADERALDO CASTELO,2022,"23069082"
"228167",EEFM POLIVALENTE MODELO DE FORTALEZA,2022,"23070382"
"228168",EEFM DOUTOR UBIRAJARA ÍNDIO DO CEARÁ,2022,"23078170"
"228169",EEFM PARQUE PRESIDENTE VARGAS,2022,"23078340"
"228170",EEF SÃO VICENTE,2022,"23227710"
"228171",EEFM PERBOAYRE E SILVA,2022,"23076194"
"228172",CAIC SENADOR CARLOS JEREISSATI,2022,"23185112"
"228173",EEM EDSON CORREA,2022,"23062312"
"228174",EEFM PRESIDENTE JOSÉ SARNEY,2022,"23062738"
"228175",EEFM DOM ALOÍSIO LORSCHEIDER,2022,"23190337"
"228176",EEM ROMEU DE CASTRO MENEZES,2022,"23063505"
"228177",EEFM ROTARY CLUB SÃO MIGUEL,2022,"23063076"
"228178",EEEP PROFESSORA MARLY FERREIRA MARTINS,2022,"23063041"
"228179",EEFM ELIEZER DE FREITAS GUIMARÃES,2022,"23062347"
"228180",EEMTI JOSE ALEXANDRE,2022,"23062703"
"228181",EEMTI JOSE MARIA PONTES DA ROCHA,2022,"23062720"
"228182",EEFM VICENTE ARRUDA,2022,"23063599"
"228183",EEM PROFESSOR FLÁVIO PONTES,2022,"23080370"
"228184",EEEP GOVERNADOR LUIZ GONZAGA DA FONSECA MOTA,2022,"23080841"
"228185",EEM PROFESSOR ANTÔNIO MARTINS FILHO,2022,"23079649"
"228186",EEFM ADAHIL BARRETO CAVALCANTE,2022,"23079495"
"228187",EEM PROFESSOR CLODOALDO PINTO,2022,"23079959"
"228188",EEM JOSÉ MILTON DE VASCONCELOS DIAS,2022,"23080710"
"228189",EEFM ALBANIZA ROCHA SARASATE,2022,"23079533"
"228190",EEMTI CARNEIRO DE MENDONÇA,2022,"23079851"
"228191",EEM BRANCA CARNEIRO DE MENDONCA,2022,"23062126"
"228192",EEFM JOSÉ DE BORBA VASCONCELOS,2022,"23081830"
"228193",EEFM PROFESSOR EDMILSON PINHEIRO,2022,"23080132"
"228194",EEEP SALABERGA TORQUATO GOMES DE MATOS,2022,"23081996"
"228195",EEFM EUNICE WEAVER,2022,"23082160"
"228196",EEFM ANTONIO MARQUES DE ABREU,2022,"23081988"
"228197",EEMTI ANCHIETA,2022,"23081945"
"228198",EEFM LUIZ GIRÃO,2022,"23083255"
"228199",EEFM MANUEL FERREIRA DA SILVA,2022,"23064510"
"228200",EEM ANA BEZERRA DE SÁ,2022,"23064323"
"228201",EEFM RAIMUNDO TOMAZ,2022,"23061499"
"228202",EEFM CORONEL OSVALDO STUDART,2022,"23061693"
"228203",EEFM LIA SIDOU,2022,"23060948"
"228204",EEFM TELINA MATOS PIRES,2022,"23061545"
"228205",EEFM MIRIAN PORTO MOTA,2022,"23083816"
"228206",EEFM DESEMBARGADOR RAIMUNDO CARVALHO LIMA,2022,"23083654"
"228207",EEFM JOSÉ TRISTÃO FILHO,2022,"23078901"
"228208",EEFM CASIMIRO LEITE DE OLIVEIRA,2022,"23083476"
"228209",EEFM DEPUTADO FAUSTO AGUIAR ARRUDA,2022,"23083549"
"228210",EEEP PROFESSORA LUÍZA DE TEODORO VIEIRA,2022,"23083794"
"228211",EEFM TENENTE MÁRIO LIMA,2022,"23081007"
"228212",EEMTI PROFESSORA FRANCISCA ESTRELA TORQUATO FIRMEZA,2022,"23180226"
"228213",EEEP PROFESSOR FRANCISCO ARISTÓTELES DE SOUSA,2022,"23564032"
"228214",EEEP MARIA CARMEM VIEIRA MOREIRA,2022,"23564059"
"228215",EEEP JOSÉ IVANILTON NOCRATO,2022,"23235683"
"228216",EEEP PROFESSOR ANTONIO VALMIR DA SILVA,2022,"23235675"
"228217",EEM ANTÔNIO LUIS COELHO,2022,"23249676"
"228218",EEM MANOEL SENHOR DE MELO FILHO,2022,"23462337"
"228219",EEM PROFESSORA FRANCISCA LINHARES DE SOUSA,2022,"23510986"
"228220",ESCOLA INDÍGENA CHUÍ,2022,"23239174"
"228221",ESCOLA INDÍGENA TAPEBA DO TRILHO,2022,"23215682"
"228222",ESCOLA INDÍGENA ÍNDIOS TAPEBA,2022,"23215674"
"228223",EEEP EUSÉBIO DE QUEIROZ,2022,"23235691"
"228224",EEEP PROFESSORA ALDA FAÇANHA,2022,"23242949"
"228225",COLÉGIO ESTADUAL RUI BARBOSA,2022,"23223081"
"228226",LICEU PROFESSOR FRANCISCO OSCAR RODRIGUES,2022,"23223030"
"228227",EEM ANTONIO GERALDO DE LIMA,2022,"23244992"
"228228",LICEU DE CAUCAIA,2022,"23236353"
"228229",EEFM ALOÍSIO LEO ARLINDO LORSCHEIDER,2022,"23243864"
"228230",EEM RAUL TAVARES CAVALCANTE,2022,"23462329"
"228231",EEM ALICE MOREIRA DE OLIVEIRA,2022,"23462345"
"228232",EEM RITA ESTELITA DOS SANTOS RODRIGUES,2022,"23034009"
"228233",EEEP LUIZ GONZAGA FONSECA MOTA,2022,"23034190"
"228234",EEMTI PROFESSORA ESTEFANIA MATOS,2022,"23041889"
"228235",EEM MONSENHOR CATÃO PORFÍRIO SAMPAIO,2022,"23041854"
"228236",EEEP ADRIANO NOBRE,2022,"23041790"
"228237",EEM ANTÔNIO CUSTÓDIO MESQUITA,2022,"23041811"
"228238",EEM JOAQUIM MAGALHÃES,2022,"23036010"
"228239",EEFM ANASTÁCIO ALVES BRAGA,2022,"23035684"
"228240",EEM CORONEL MURILO SERPA,2022,"23036273"
"228241",EEMTI HILDEBERTO BARROSO,2022,"23038004"
"228242",EEM NOSSA SENHORA DA ASSUNÇÃO,2022,"23036710"
"228243",EEFM JOSEFA BRAGA BARROSO,2022,"23021772"
"228244",EEM VICENTE ANTENOR FERREIRA GOMES,2022,"23022060"
"228245",EEM HERMÍNIO BARROSO,2022,"23040181"
"228246",EEM PROFESSORA MARIA LUÍZA SABÓIA RIBEIRO,2022,"23040297"
"228247",EEM ENGENHEIRO AGEU ROMERO,2022,"23040491"
"228248",EEEP FLÁVIO GOMES GRANJEIRO,2022,"23040629"
"228249",EEM DEPUTADO FERNANDO MOTA,2022,"23046490"
"228250",EEM RAIMUNDO NONATO RIBEIRO,2022,"23038861"
"228251",EEFM LUIZA BEZERRA DE FARIAS,2022,"23042877"
"228252",EEMTI MATILDE RODRIGUES VASCONCELOS,2022,"23044039"
"228253",EEM MONSENHOR ANTERO JOSÉ DE LIMA,2022,"23043660"
"228254",EEM PADRE RODOLFO FERREIRA DA CUNHA,2022,"23040017"
"228255",EEM SABINO NUNES DA SILVA,2022,"23046449"
"228256",EEM TABELIÃO JOSÉ RIBEIRO GUIMARÃES,2022,"23045493"
"228257",EEM ETELVINA GOMES BEZERRA,2022,"23045230"
"228258",EEM SÃO SEBASTIÃO,2022,"23044560"
"228259",EEM WALDEMAR ALCÂNTARA,2022,"23041404"
"228260",EEFM EDITE ALCÂNTARA MOTA,2022,"23041510"
"228261",EEFM FURTUNATO SEVERIANO DA COSTA,2022,"23039027"
"228262",EEFM ADELINO ALCÂNTARA FILHO,2022,"23041412"
"228263",EEMTI ADELINO CUNHA ALCANTARA,2022,"23269014"
"228264",EEEP RITA AGUIAR BARBOSA,2022,"23320214"
"228265",EEM MARIA IRACEMA UCHOA SALES,2022,"23043130"
"228266",EEM MARIA NAZARÉ DE SOUSA,2022,"23545402"
"228267",EEEP ALAN PINHO TABOSA,2022,"23545380"
"228268",EEEP PROFESSORA ABIGAIL SAMPAIO,2022,"23545372"
"228269",CEJA PADRE LUIZ GONZAGA XAVIER DE LIMA,2022,"23221119"
"228270",EEEP JOSÉ RIBEIRO DAMASCENO,2022,"23545399"
"228271",EEMTI CARMINHA VASCONCELOS,2022,"23008300"
"228272",EEMTI PROFESSORA MARIETA SANTOS,2022,"23002115"
"228273",EEMTI SAO FRANCISCO DA CRUZ,2022,"23004258"
"228274",EEM JOSÉ TEIXEIRA DE ALBUQUERQUE,2022,"23007036"
